,text,n_tokens
265,"A empresa tecnológica brasileira Sinqia é uma das que vêm investindo em inovação por meio do CVC. A Torq, iniciativa de CVC da Sinqia, já acelerou o desenvolvimento de mais de 200 startups que trabalham com B2B, segundo Leo Monte, diretor da Torq. Ele afirma que a abordagem do CVC foi feita para impulsionar a inovação internamente, evitando as complexidades do setor financeiro. Mas liberar o potencial dos CVCs, dizem os líderes, requer atenção a fatores como o delicado equilíbrio entre a autonomia à empresa investida e um alinhamento sólido entre a corporação investidora e a startup. Jaime de Paula, empreendedor experiente que à frente da Abstrato Ventures, entre outras iniciativas, mencionou outro fator-chave para o sucesso de uma startup: os fundadores. “Eles fazem a diferença. Eles acreditam tanto no negócio que são vendedores.” A crença no poder dos empreendedores é tanta que, na Abstrato Ventures, analisa-se primeiro o perfil dos fundadores e, só depois, o potencial do negócio. Seja por meio de CVC ou por meio de desenvolvimentos internos, as empresas brasileiras de tecnologia se consolidam como players relevantes internacionalmente. Para as necessidades e esforços de expansão das empresas dos segmentos de D, T&C no Brasil, além de apoiar players digitais globais que atuam no país, o Citi Commercial Bank conta com uma equipe especializada que fornece serviços e soluções sob medida.",380
266,"“Nossos bankers têm profundo conhecimento e conexões no setor para apoiar nossos clientes em seus processos de tomada de decisão, encontrando as estruturas financeiras que melhor atendem às suas necessidades, fornecendo soluções financeiras e oportunidades para explorar os mercados de capitais, bem como compartilhando insights que podem ser úteis para o crescimento estratégico das empresas”, afirma Rodrigo Loffredo, Head de D,T&C do Citi Commercial Bank no Brasil.A well-known story says that at the end of the 19th century, a company holding a prominent position in the telegraph market was offered the patent for the telephone for US$ 100,000. But the company's president passed up the opportunity, not realizing that the new technology was going to revolutionize communications. To avoid this kind of faux-pas, many companies across Latin America have been proactively staying on top of the latest trends in technological advancements, such as artificial intelligence. There’s wide recognition that digital transformation is not restricted to a particular industry; to a greater or lesser extent, everyone is affected by technological change. This was one of the conclusions reached at the ‘Let’s Talk Digital’ event, hosted by Citi Brazil recently. Over 200 participants from over 100 companies from Brazil, or with a presence in the country, discussed topics such as artificial intelligence, Central Bank Digital Currencies and Corporate Venture Capital. An event relevant not only for Latin America, as the Citi Commercial Bank Head for Brazil and Latam, André Cury, highlights: “Brazilian technology companies are increasingly regional and global. Unlike traditional industries, tech companies have fewer barriers to entry when pursuing advancement or expansion to other countries. Among our clients, we see a number of companies with an entrepreneurial spirit that have expanded beyond Latin America, going to the United States, or even reaching global expansion beyond the Americas.”   Extra chapters in the digital journey Among the leadership of Digital, Technology and Communications (D,T&C) companies, there’s growing consensus that digital transformation is a continuous process, especially now with more tools available. “New technologies, including artificial intelligence, add chapters to the digital transformation journey of companies”, summarized CEO and founder, Marco Stefanini, from Stefanini, a Brazilian company present in 41 countries that helps companies from different segments to implement digital transformation.",491
267,"Marco Stefanini stressed that the incorporation of digital tools is a case of “when” not “if”. Frederico Braga, CFO of Omie, a tech company from Brazil that offers management solutions to firms of different sizes and segments, echoed Stefanini's vision. “Everyone is implementing and being influenced by innovation and technologies in their companies. Omie is a technology company, so this is rooted in our processes, but there are new technologies emerging. AI is a big topic. There is no way to escape: it is a matter of time and speed”. Putting AI to one side, trends such as instant digital payments, the metaverse, digital assets and big data are also on the radar and present business diversification opportunities. New opportunities, familiar challenges New innovations enable development and growth, yet familiar challenges can stand in the way of digital acceleration. This is the case, for example, in the telecommunications infrastructure sector. “The challenge is to bring connectivity to more remote locations, considering that Brazil is a country of continental dimensions”, said Rui Gomes, CEO of Um Telecom and chairman of the Board of Connectoway. The correct usage of data, said Brazilian entrepreneur João Vianna, is also a “pain point” for a number of companies. He adds that those who “manage to master information with the support of advanced tools can make a difference”. Vianna is now behind Invisto, a startup he found to create investment opportunities in family home re-construction in prime locations in the U.S. Solutions: Corporate Venture Capital and the independence to innovate In search of the necessary agility and autonomy to boost innovation, a path taken by several companies is setting up Corporate Venture Capital (CVC) structures. These are initiatives that use the creativity and speed of startups to advance the development of new solutions, or, according to Fred Santoro, founder of Raketo Venture Market, CVC is a “way for large companies to remain relevant and survive in a rapidly changing technological market”. The Brazilian tech company Sinqia is one of the companies that has been investing in innovation through CVC. Torq, Sinqia's CVC initiative, has already accelerated the development of more than 200 startups that work with B2B, according to Leo Monte, Director of Torq. He says that CVC approach was made to boost in-house innovation, as it avoids the complexity of the financial sector.",485
268,"global insights commercial bank from startup to scale up lessons from entrepreneurs. From startup to scale up: lessons from entrepreneursOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountEMEA digital leaders summit 2023Article17 Oct 2023From startup to scale up: lessons from entrepreneursCommercial BankShareThis article is based on a panel discussion held at Citi Commercial Bank’s EMEA Digital Leaders Summit 2023 held in Prague in September. Comments have been edited for brevity and clarity. Scaling up a company from a startup is exciting but presents numerous challenges. Baris Tezcan, Head of Citi Commercial Bank in Central Europe, talks to two business leaders about achieving goals. Successfully scaling a startup requires a combination of strategic planning, resource allocation, adaptability and investment in infrastructure and talent. It is also important to maintain the qualities that made your business successful in the first place. Growth is a dynamic process that often involves overcoming numerous obstacles along the way. Planning – combined with flexibility – pays off “When we launched in 2010, e-commerce was either facilitated by post offices or international logistics brands with limited domestic operations,” recalls Simona Kijonková, Founder and CEO of global logistics and e-commerce platform Packeta. Kijonková spotted a gap for domestic carrier networks that could connect brick and mortar shops and was able to grow very rapidly. “The key to successfully scaling was a constant focus on execution,” she says. Packeta now has more than 2,200 employees in eight countries. In the context of scaling a company, execution is the process of implementing the strategies, plans, and actions necessary to achieve growth and expansion goals. It is the practical and operational side of scaling, where you translate your vision and strategic decisions into tangible results. Execution is a critical component of the scaling process because even the best-laid plans can fail without proper implementation. Susan Repo, CFO at ICEYE, an earth observation data and solutions service provider that uses commercial satellites to provide space imagery to governments, insurance companies and other organisations, says that during rapid expansion, it can be tough not to get distracted. “Over the past two years, we have grown from 200 to 600 people. To do that successfully, we have had to keep our heads down and concentrate on execution and operations.” Having a clear strategic plan is essential if growth is to deliver the anticipated results.",486
269,"Your plan must include not only operational targets but also identification and assessment of financial, operational and compliance risks. “The importance of change management in relation to governance and legal matters is often underestimated,” says Repo. At the same time, adaptability is also important. “In my previous role at Tesla, the mission of the company was significantly expanded from electrification of transport to becoming a leading sustainable energy provider when SolarCity was acquired in 2016,” recalls Repo. “The strategic goals of the company evolved given the expansion into a different business segment. But the overall objective remained operational excellence to facilitate rapid scaling.” Getting the details right What might seem like unimportant minutiae in a small company can become major headaches in a large firm. For instance, in a small company, measurement and analysis may be straightforward. But once your firm grows, you need key performance indicators and metrics to track progress. Regular analysis and reporting helps you make data-driven decisions and adjust strategies as required. Similarly, effective communication becomes more complex in a larger organisation. Ensuring that information flows efficiently and that everyone is aligned with the company's goals and strategies is vital. “When we scaled up, we weren’t fully prepared for all the implications,” says Kijonková. “It took us a few years to realise that internal communications were critical. While operations had been similar in each country, practical day-to-day management at each depot was different and that created problems when they interacted with each other.” To scale up, Packeta needed to standardise not only communications, business processes and technology but also to centralise management. “It was hard for some people, especially older workers, to change but we took the time to explain to every employee at every office and depot why the changes were essential for our international growth,” says Kijonková. Increasing diversity delivers dividends For many companies, hiring the right talent is not just about finding individuals with a suitable skillset but about building a diverse organisation. Diversity brings together individuals with different backgrounds, perspectives, and life experiences and has a wide range of benefits. Diversity of thought can spark creativity and lead to innovative solutions to complex problems. When people from different backgrounds collaborate, they bring a wider range of ideas and approaches to the table. Similarly, diverse teams tend to make better decisions. They are more likely to consider a variety of viewpoints, challenge assumptions, and arrive at well-rounded conclusions. This can lead to more thoughtful and effective decision-making processes.",497
270,"global insights commercial bank funding that fits. Funding that fits: options for every stage of your company’s growthOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountOur Solutions for Healthcare CompaniesArticle21 Jun 2023Funding that fits: options for every stage of your company’s growthCommercial BankShareDOWNLOAD   Debt or equity? From a bank or the capital markets? When it comes to finding the right formula that enables your business to grow optimally, no two companies are the same – there is no onesize- fits-all capital structure. That said, our high growth clients often follow a natural sequence of lending solutions as they evolve; understanding common strategies may be helpful as you embark on your own growth journey. Assessing the implications of each financing option is more important than ever given macroeconomic headwinds that are impacting the cost of debt: inflation and interest rates have reached levels not seen in a decade, and investor scrutiny is intensifying. The funding choices described below are not prescriptive – companies can leapfrog to a strategy that suits them or forge their own path entirely. By understanding the options, you can plan and make the right choice for your company’s unique situation.Getting startedThe archetype of a start-up is an entrepreneur in their garage, growing their business with funds from family and friends. Even if the first part of this picture isn’t always the case, the second part is often close to the truth. Unless you are a tech start-up that takes on venture capital funding, it is common for new businesses to rely on small scale debt – whether that’s from family and friends, government programs, or an overdraft line with their account at a local bank.Working your capitalMany organizations move on to fund their growth through short-term working capital. Sales rise, and hopefully margins with them, freeing up cash to fund growth internally. Quite often, though, companies will have to pay suppliers sooner than they collect from customers. To accelerate growth, a short-term working capital loan can help address this timing mismatch and give you a flexible tool to continue your expansion.Investing in capacityAfter a while, many organizations decide to invest in capacity – such as a new factory, warehouse, office, or production facility – to supercharge growth. These kinds of expenditures can be sizeable and take time, so longer-term financing may be necessary.",474
271,"Bilateral term loans, with maturities that align more to the longer duration of the investment, are commonly used at this point of a company’s journey.Diversifying your fundsOnce companies reach a certain size, their funding requirements will exceed a level beyond what a single bank can provide. Organizations at this stage may also be interested in diversifying their sources of financing. In such situations, a club or syndicate of banks may come together to offer a more significant funding boost compared to what would be available from bilateral arrangements.Ringing the bell?At the upper end of the market, companies may conclude that their needs exceed what a bank – or even a group of them – can provide. When this happens, it’s time to think about options in the capital markets. Organizations may stick with debt and choose to issue bonds or could adopt the newer approach of seeking private institutional debt investors. However, many companies aspire to “ring the bell” and go public. An IPO is an important milestone event in a company’s growth journey, at which point it will typically have a sophisticated capital structure that enables it to tap into both private and public capital markets through a diversity of financial instruments.The capital structure questionOnce a company brings equity into the funding equation, the question of capital structure comes into play. What combination of debt and equity is optimal? How much debt capacity does the company have? We work with clients to help them tackle these questions and can benchmark a company’s working capital and debt structures against its peer group, discuss bank group strategies, explore the possibility of mergers and acquisitions, and review the firm’s target cost of capital. Although this stage represents mature commercial growth, the journey is far from over.Thinking ahead is key It’s common for Citi to work with entrepreneurs who can think two steps ahead for their business, but who are more uncertain about what their funding will look like at that point. The most successful organizations anticipate future inflection points and position themselves accordingly. For instance, if your business model requires 30-day payment terms for your suppliers, but you’re collecting from buyers in 90 days, it’s time to start thinking beyond what you can fund with internal working capital. And if syndicated lending might be valuable to fund future growth, it’s a good idea to start building relationships with banks early on.   In conclusion Companies are all different: some will never go through the funding stages described above.",485
272,"global insights commercial bank fx review interest rates back to the future . FX Review: Interest Rates — Back to the Future?OKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountOur Solutions for Business & Professional Services CompaniesArticle26 Aug 2021FX Review: Interest Rates — Back to the Future?Commercial BankShareDownloadPortuguêsAfter a year of unprecedented central bank support, companies with multinational operations are keen to understand the likely path back to ‘normality’. When it comes to central bank policy rates, there is already a clear distinction between the major economies and emerging markets: inflation, and central banks’ credibility when it comes to managing it, will be the key variable.Figure 1 — Market Data   Once the severity of the COVID-19 pandemic became apparent, most countries adopted a similar playbook of fiscal support and sharply lower official interest rates. In many cases, official rates were cut to record low levels and often below prevailing inflation rates. But the situation has now changed. While the pandemic continues to ravage countries, the focus recently has been on lifting containment measures, spurring economic recovery and creating the conditions for a ‘return to normality’, accepting that the ‘new normal’ may be quite different from the old. So, what happens to interest rates in this environment?   Figure 2 — A Stylized View of Inflation   The key driver is inflation. Most countries experienced lower inflation last year; this year, inflation is generally higher and has increased sharply in a number of countries. How are central banks responding? Virtually all central banks expect that interest rates will increase as part of the return to normal; the issue is the timing and pace of increase.   Major Economies: Delay   Most central banks appear to regard inflation pressures this year as being temporary, arising from supply side problems rather than a resurgence in demand pressures. As such, there is the presumption that interest rate increases are not appropriate. This is the position of the U.S. Federal Reserve, which continues to forecast no change in interest rates until 2023[1] , though recent comments suggest that a scaling back of its quantitative easing program could happen before yearend. In effect, the Fed is basing its interest rate policy on the view that it should raise interest rates to normal levels once the economy has returned to normal. Other major central banks are adopting a similar approach – both in terms of interest rates and quantitative easing.",490
273,"Perhaps the key point is that the central banks of the main industrialized countries have credibility. Financial markets have accepted the view that the spike is abnormal and that inflation will return to normal levels over the next two years, while exhibiting differing views as to the precise timing of any changes.   Emerging Markets: A More Aggressive Response   The situation in emerging markets appears quite different. Most notably, the inflation propagation mechanism differs from developed economies. Many central banks face the same supply side inflation problems as their major developed economy counterparts but they do not have the same policy credibility. They cannot allow inflation to pick up without responding because of the risk that it becomes entrenched. Perhaps the best example is Brazil, where inflation has increased from a multi-decade low of just 1.88%[2] in May 2020 to a five-year high of 8.99% in July 2021. When the central bank started raising its benchmark rate (referred to as the Selic) in March — from 2.00% to 2.75% — its goal was to keep the rate below its ‘neutral’ level.[3] But, as inflation continued to increase, it shifted first to a neutral terminal rate and then, most recently, to a terminal rate above neutral.[4] Interest rates have already increased by 325 bps this year and the process is far from complete.    Russia is less extreme than Brazil, but the central bank has raised its benchmark rate by 225 bps to 6.50% since March in response to stronger inflationary increases.[5] The central banks of Latin American countries, such as Chile, Mexico, Peru and Uruguay, have increased rates (Mexico has done so twice) while Colombia is reported to be considering rate increases. In Central Europe, both the Czech Republic and Hungary are raising rates aggressively, while Poland has resisted any change despite inflation at a ten-year high of 5%, well above the 1.5%–3.5% target range. Inflationary pressures have been weaker in Asia, with customers less tolerant of price increases, but South Korea’s central bank is now reported to be considering a rate hike, which would be its first since November 2018.   Figure 3 — Brazil: Inflation vs.",464
274,"global insights commercial bank global banking relationship delivers visibility control and efficiency. Global banking relationship delivers visibility, control and efficiencyOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountOur Solutions for Healthcare CompaniesArticle07 Aug 2023Global banking relationship delivers visibility, control and efficiencyFormed in 2012, Precision Medicine Group is a life sciences services company supporting next-generation approaches to drug development and commercialization.Commercial BankShareDOWNLOAD The Challenge US-based Precision Medicine Group provides an integrated infrastructure that supports biopharmaceutical and life science companies as they develop and commercialize new products. Rapid organic growth and M&A activity meant it had different banks in 15+ markets across North America, EMEA and Asia Pacific. Managing multiple bank relationships and accounts was time consuming. Each of the company’s banks required different tokens to log in, and a variety of inconsistent formats and processes for KYC and other compliance requirements. With this fragmented banking structure, Precision Medicine’s cash visibility was limited, making it difficult to assess cash positions. Determining balances required local teams to pull data manually by logging into one of the multiple banking platforms and summarizing the data in an Excel file. Precision Medicine decided to consolidate international banking with a single global partner as part of an initiative to increase centralization. The company wanted consistent solutions and service levels, greater visibility and control of cash, and to free up local teams to focus on core activities rather than bank account management. The Solution Precision Medicine selected Citi Commercial Bank as its global banking partner based on Citi’s presence in nearly 100 countries and jurisdictions worldwide, which aligned with the company’s existing operations and strategic ambitions. Given its long healthcare industry experience and specific expertise in working with contract research organizations, Citi was well placed to help Precision Medicine navigate its centralization journey. Citi and Precision Medicine’s objective was to create a best-in-class global treasury function. To achieve this, Citi developed a scalable treasury roadmap to take the company to its desired future state in phases: Consolidate banking relationships worldwide to Citi Commercial Bank, rationalizing accounts where possible. Increase automation and improve liquidity management. A key part of Precision Medicine’s centralization strategy is the introduction of a new ERP system, which will have full host-to-host connectivity with Citi. The Result Citi opened all new accounts for Precision Medicine within their project timeline, including new entities that were added after the original project scope was set.",487
275,"Account openings used digital onboarding to ensure a consistent process across all jurisdictions, which significantly reduced the resources required to manage the process. Citi provided support and a single global contact to address Precision Medicine’s queries. Precision Medicine uses CitiDirect to manage its accounts, giving it visibility and control of cash globally via a single dashboard. The company enjoys the benefits of Citi Payment Insights, which provides payment status updates via a visual tracker. Precision Medicine also uses the SEPA Debtor Mandates module within CitiDirect, enabling it to self-manageits Euro Zone SEPA debtor mandates and prevent unapproved transactions. All this has freed up individuals at Precision Medicine entities worldwide to focus on their core roles, as well as improve risk management. With phase one now complete, Precision Medicine and Citi have embarked on phase two. The company has introduced its new ERP system, which is being integrated via host-to-host connectivity with Citi to improve control and reduce manual effort. As part of the ERP integration, Precision Medicine and Citi have developed an XML file to accommodate payment instructions for multiple countries, currencies, and payment types, which will be sent directly from the company’s ERP to Citi. Precision Medicine is also using CitiConnect File Manager to allow it to review batch payment files before processing. The company also intends to take advantage of its consolidated bank relationship with Citi and new functionality to move cash between entities more efficiently. For more information about how Citi Commercial Bank’s Healthcare Group can assist you and your team, please contact us below.    UP NEXTCase StudyArticleCase study: cross-border funds transfer solution for dutch companyCommercial BankCase StudyArticleCase Study: Multi-Currency Payment Solution for Healthcare CompanyCommercial BankSeriesOur Solutions for Healthcare CompaniesCommercial BankLearn more about Commercial Bank at Citi or contact usTo help us put you in contact with the right person, please answer the following questions.* Are you an existing client with us?SelectRead Citigroup Privacy NoticesbacknextSubscribeSign up to receive our newsletter providing a roundup of recent content and updates on new reports.EmailNextSign up to receive the latest news from Citi.Email Address**Required FieldSelect PreferencesSendAbout UsStrategyGlobal PresenceLeadershipHeritageBusinessesServicesMarketsBanking and InternationalWealthU.S.",461
276,"global insights commercial bank good connections navigating supply chain challenges. Good connections: navigating supply chain challengesOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountOur Solutions for Healthcare CompaniesArticle11 Dec 2023Good connections: navigating supply chain challengesCommercial BankShareHow one company bridged the gaps during its international expansion.*This partner content was produced by the Financial Times on behalf of Citi Commercial Bank Regardless of sector, when the smooth running of organizations is discussed, a quote attributed to US General Omar Bradley is often employed: “Amateurs talk strategy, professionals talk logistics.” A company could sell the best, most innovative product or solution, underpinned by a brilliant marketing strategy, but if the logistics for delivering the goods aren’t optimal then that company will underperform. Martin Christopher, Emeritus Fellow of the Chartered Institute of Logistics and Transport, and author of the bestselling book Logistics and Supply Chain Management, concurs: “The real competition in business sectors is between supply chains, not companies.” This critical battleground is particularly tricky for the pharmaceutical industry. Stringent regulatory compliance and complex approval processes can lead to product launch delays and supply chain disruption. End-to-end supply chain visibility, while desirable for mitigating risks and optimizing operations, is often difficult to ensure.As detailed in this 2022 study by EY, the global nature of pharmaceutical distribution, usually involving various external partners, makes for a complex mix of worldwide shipping solutions across ocean, air and cross-border trucking. Integrating shipping data across these solutions can be hugely challenging and costly. Add in supplier supervision, geopolitical and trade considerations – plus the pharma-specific requirement that is cold-chain management (ensuring goods are kept at the correct temperature) – and it is clear that the sector requires world-beating supply-chain organization. A specific set of challenges Fast-growing Taiwan-based biopharmaceutical company PharmaEssentia is one firm that can attest to the logistical challenges of operating a globally expanding pharmaceutical business. The Covid-19 pandemic, for example, saw PharmaEssentia potentially heading for supply problems as the worldwide demand for items such as syringe barrels skyrocketed. “Like many pharmaceutical and biotech companies, we rely on different CMOs (contract manufacturing organisations) and suppliers,” says Samuel Lin, PharmaEssentia’s VP, Head of Business Operations and Strategy. “During Covid, we were asked to share commoditised components like these with vaccine manufacturers.",493
277,"So we had to ensure we had sufficient stock to guarantee a stability of service to our customers and, ultimately, to patients.” For business continuity, PharmaEssentia turned to its global banking partner, Citi Commercial Bank, for an injection of working capital, helping the firm to carry on providing innovative medicines to patients in dire need. Laura Fogarty, Citi Commercial Bank’s Healthcare Industry Head in North America, agrees that this was essential in order to avoid shipping disruption. “There was a lot going on at the time,” she says. “Around November 2021, at the height of the pandemic, PharmaEssentia had received approval across much of the world for its lead drug candidate BESREMi, a biologic used to treat a rare blood disease. It was also launching in the US, and all of that required significant investment. Our working capital solution provided the company with the financial flexibility it needed to maintain its core business while ensuring the US launch of BESREMi was a success.” Local market knowledge is essential Ko-Chung Lin, PharmaEssentia’s founder and CEO, points out that Citi’s global footprint – together with a deep knowledge of local markets – helped it weather the storms of Covid-19 and ensure a robust supply chain, as well as funding further commercialisation in global markets. “Citi gave us solutions and dynamics for different markets,” he says. “They didn’t just help with capital but also in an advisory capacity. We are essentially a group of scientists – that’s our focus – and Citi brought the financial expertise we needed.” To support the market expansion of PharmaEssentia’s lead product, BESREMi, Citi helped the firm raise capital through the issuance of global depository receipts in Luxembourg. Tapping the overseas markets allowed PharmaEssentia to elevate its brand recognition, as well as obtain access to new investors. In April 2023, this was the largest overseas offering at the time by a Taiwanese healthcare issuer. Citi also introduced a “host-to-host” solution to automate payment flows and create better operational efficiencies. “Host-to-host allows full automation of files – sending and processing without the need for manual intervention,” explains Fogarty. Ko-Chung Lin describes that future forecast trajectory as “hockey stick growth”, with more investment and the hiring of many more talented scientists ultimately resulting in a greater number of successful patient treatments.",487
278,"global insights commercial bank healthcare and life sciences companies operating in china finding the right cash repatriation strategy. Healthcare and life sciences companies operating in China: finding the right cash repatriation strategyOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountOur Solutions for Healthcare CompaniesArticle28 Jun 2023Healthcare and life sciences companies operating in China: finding the right cash repatriation strategyCommercial BankShareDOWNLOAD   China is the world’s second largest healthcare market1 and is therefore a priority for many US healthcare and life sciences companies, whether for sales, research and development, or manufacturing. But managing cash generated in China can be challenging as regulations, especially relating to local currency, are stricter and more complex than the US or European countries, for example.   Selecting the right strategy for the repatriation of cash may not seem a priority for US companies when they are setting up operations in China; after all, generating revenue in healthcare and life sciences can take several years after gaining regulatory approval to operate. Nevertheless, cash repatriation is critical and should be carefully thought through before a local entity is established and certainly well in advance of generating cash.   It’s important for companies to be aware of the various options for repatriating cash – and tailor their strategies accordingly – to ensure cash repatriation is as efficient and effective as possible. As importantly, no company wants to risk being fined for breaching regulations or suffer the reputational damage – and possible restrictions on their activity in China – that might follow from such a breach.   What options are available? Chinese regulators impose a variety of rules and requirements on the movement of funds from China, prohibiting the use of some methods of repatriation that may be commonplace in other jurisdictions and placing strict caps in other circumstances. Nevertheless, with careful planning, US companies can take advantage of three principal repatriation structures that can meet a variety of needs for companies at different stages of development.   Dividend remittance is the most common strategy for most US healthcare and life sciences companies operating in China. Dividends are a one-way transfer of funds and are simple to execute: there are no restrictions on the use of dividends and no need to return funds to China at a later date. As execution is straightforward, and no regulatory approvals are required when remitting dividends, the strategy is valuable even for companies with limited treasury resources. Dividends can be adopted as both a near and long-term repatriation solution.",498
279,"Healthcare companies will need to pay withholding tax to the local tax bureau, so it is important to consider the impact of this on P&L when repatriating funds. Cross-border lending from China involves more complex structures than dividend remittance and may be more applicable to companies with greater treasury resources or more sophisticated treasury arrangements. While companies must register with China’s State Administration of Foreign Exchange (SAFE) or with banks in certain pilot areas in order to lend cross-border, specific regulatory approval is not required. Execution is both straightforward and can be completed on a timely basis. Cross-border lending is subject to a number of requirements, however. Repatriated funds can only be used for working capital and lending cannot exceed more than 50% of the China entity’s equity, limiting the ability of a US company to extract surplus renminbi from China. The tenor of lending is subject to the underlying lending contract tenor. Cross-border pooling is a more complex arrangement for repatriating funds and is typically applicable for healthcare or life sciences companies with regional or global treasury hubs that utilize sophisticated structures to optimize liquidity management. Cross-border pooling requires registration or filing with local regulators and offers flexible borrowing/lending quotas. Self-generated funds can be swept offshore and then freely converted to other currencies. Certain foreign currency pooling structures do not include a regulatory repayment period and the tenor can be stipulated in the underlying loan agreement that is filed with regulators. Pooling structures can also evolve as required: new entities can be added to the pool as companies’ China business grows. While cross-border pooling offers many benefits, it is complicated to set up and execute and there are a variety options available, including programs administered by SAFE and China’s central bank (the People’s Bank of China) and a program for companies that operate in the Shanghai Free-Trade Zone. In addition, repayment of RMB is required within 12 months under certain structures. Consequently, currencies may need to be converted twice when funds are lent and repaid, potentially increasing costs. Choosing the right banking partner For US healthcare and life sciences companies, the attractions of the world’s second largest healthcare market are clear. However, companies need to be aware of the challenges associated with repatriating cash from China and plan accordingly. While companies’ needs may evolve as their operations in the country grow, it is essential to identify appropriate strategies well in advance of generating revenue in China.",484
280,"global insights commercial bank healthcare ipos treasurys role before the bell. Healthcare IPOs: Treasury's Role Before the BellOKAbout UsBusinessesOur ImpactNewsInvestorsCareersMy AccountOur Solutions for Healthcare CompaniesArticle12 Apr 2022Healthcare IPOs: Treasury's Role Before the BellCommercial Bank·ContributorsShareDownloadLife Sciences companies are unique not only in how quickly they scale, but also how early they go public in their life cycle. Listing on a stock exchange is usually a momentous milestone for a business, and for months leading up to it, attention understandably turns almost exclusively to the IPO process, investor roadshows, and ringing the opening bell. What often gets overlooked is the importance of an automated, efficient treasury setup. Getting this right not only delivers a major boost for a healthcare company’s operations in general, but in many cases is necessary to meet the increased expectations and scrutiny that comes with being a public entity.Once the bell rings, expectations from investors, regulators and other key stakeholders become significantly higher, essentially overnight. However, the internal transformation needed to meet these heightened expectations cannot always happen as quickly. Ideally, a life sciences company should begin preparations up to a year before the IPO is anticipated. Key to these preparations is a review of treasury operations and the creation of a system that facilitates the strong governance, transparency, and accountability that stakeholders expect.   Governance: Laying the Foundations All companies, public or private, have a policy that sets out the rules (or governance) for each team across the organization and how that organization functions. It is acceptable and understood that the governance structure of a private company is more fluid than that of a public one, especially for healthcare or life sciences companies that are often growing rapidly, and in a decentralized way. Once that company takes on public funding, however, it is held to a higher standard in order to protect investors, and the same fluidity is no longer tolerated. New infrastructure and processes may be required to fulfill key tasks. Understanding the scope of the changes that need to be made before an IPO can be daunting. Many of the requirements associated with becoming a public company are prosaic but absolutely critical in order to ensure best practices. If the firm has a bank that understands the journey, they can jointly conduct a detailed survey of their treasury practices across multiple areas; answering questions early on – even the seemingly mundane ones – will have a beneficial impact at later stages.",489
281,"For example: Encryption: At a basic level, companies must establish security encryption protocols for payments, setting out whether they intend to encrypt connectivity to their bank or both connectivity and payment files. The bank can help the company decide what makes the most sense in its specific circumstances. Authorized Signers: Especially when a healthcare company has multiple overseas subsidiaries, it may have a variety of practices related to authorized signers. To ensure proper controls, healthcare companies should keep their signer list updated, and consider a centralized structure that leaves room for local signatories where relevant. The bank will be able to provide detailed guidance on issues such as authorized signatory requirements in various jurisdictions. Investment Policy: Raising cash is the primary objective of an IPO, but many firms fail to build a plan for how to manage that cash once it arrives, with some maintaining balances in a demand deposit account. The asset management arm at the bank can work with the company to understand its priorities and develop an investor policy statement and strategy that balances risk and return with any strategic projects such as investment in new facilities and research and development. Explore this topic further here. Cash Deployment: Proceeds from Healthcare IPOs may be used to fund subsidiaries to expand operations, conduct clinical trials, and repay debt. Separate from the investment policy for any excess balances, a healthcare company should think about how it will deploy cash for these various purposes in the most efficient way. A centralized banking operation streamlines funding at the headquarters rather than individually at each subsidiary, enabling greater visibility and control. Some banks might be able to help their clients automatically implement their governance policies, such as the authorization process for electronic payments. Authorization at the ERP level when releasing file payments is the most common, but banks can support additional authorizations as well. FX transactions, for example, may be more sensitive than regular payments, and so Healthcare companies can have defined processes and employees to input and authorize those particular transactions. Such procedures and processes make it easier to ensure robust governance.   Transparency: The Key to Building Trust In addition to necessitating stronger governance, accessing the capital markets requires increased financial reporting capabilities to ensure greater transparency for stakeholders. Treasury has an obligation to consolidate and report ongoing financial data relating to key trial developments. If the company cannot easily synthesize information across the organization and provide granular reporting, it should consider building the infrastructure upfront to avoid wasting time later on.",476
